header,user,body,title
obsessive-compulsive-disorder-ocd,Mollykin,Been in hospital since I left home after a cardioversion that put me in nsr but with multiple PVCs and going in and out of Afib which resulted in me being taken by ambulance with fluid overload on lungs and heart. Still in on a monitor and waiting on next move as don’t feel good like this. On dronederone,PVCs post cardioversion 
obsessive-compulsive-disorder-ocd,SGEB73,"Hi,

﻿after a CA in 2014 i had an ICD fitted. No real problem till last year when rputine scan showed EF drop to 35%. Spent the last year having tests,including a trip to Harefield for an MRI in June. Ive heard nothing at all from my consultant,then last week i got a copy of a letter she sent to my",﻿Hospital  problems
obsessive-compulsive-disorder-ocd,Marking,"hello everyone

 I am 58 years old have just been diagnosed with hypertrophic obstructive cardiomyopathy.

I had an ICD implanted 2 days ago. I was wondering if anyone has any experiences with this , very sore and very tired , feels like a lead weight on my chest.

How long does it take to adapt and",Icd recovery
obsessive-compulsive-disorder-ocd,Hidden,"Hi All

I had a heart attack and stent in march 2019, recovered well, but unfortunately due to covid had no support afterwards and no real follow up.

Ive had some recent bereavements and it seems to have brought up some uresolved issues for me. 

Quite a lot of anxiety, nightmares, fear of dying, im",2 years post heart attack and struggling 
obsessive-compulsive-disorder-ocd,Tilly1957,"So, am feeling better overall on the Nebivolol, bp settling down, but still occasionally erratic (strange feeling). Excessive tiredness where I just couldn’t keep awake is a lot better. Keep getting funny flutters/racing pulse that makes me think af has started or about  to start but Kardia shows NSR",Nebivolol and verapamil
obsessive-compulsive-disorder-ocd,jarbnsnmelts,"So my local nurse recommended I take duloxetine today to help with fibro pain I've been having lately, as well as treating my depression. I'm a bit on the fence with it though as my husband and I are wanting to try for a baby soon, so I don't want to start a medication to potentially stop taking it after",Duloxetine
obsessive-compulsive-disorder-ocd,OB73,driving to pickup my boys and i had a panic attack on the road had to make a uturn and return home and my father inlaw got my boys for me everything was getting dim heart racing fear of dying very scary ...any input i feel sad im letting my family down ...smh,Scary panic attack episode
obsessive-compulsive-disorder-ocd,firedancer64,How can I get off of Klonopin and Depakote? Tired of taking meds for Bipolar 2 & panic disorder 😞,Please help 
obsessive-compulsive-disorder-ocd,Feejean,"Hi im just interested to know how many of you with a Cardiac ICD still work ? And what line of work are you in ? 



﻿As ill be honest im struggling ! Xx",﻿cardiac ICD
obsessive-compulsive-disorder-ocd,GMan-62,I have been on Casodex and Eligard since June 2022.  My PSA was still high after RALP so I had a GA-68 PSMA PET Scan done which revealed one 11mm tumor in the Left pelvic Lymph Nodes and one 7mm Tumor in the Right pelvic Lymph Nodes.  Those were the only 2 hot spots in my body.  My Dr. scheduled me for,DOES MEDICARE COVER DEXA SCANS FOR MEN WITH PROSTATE CANCER
obsessive-compulsive-disorder-ocd,ashleybakerr01,"I miss the old me before meds. Like I know im still me, but i just feel different. I miss how ii could at least go out without having anxiety attacks almost every time. I don't miss the depressive episodes though. Change has always scared me and im really not sure why. Ive hated change all mt life. Im",Old me
anxiety,anonymous_on_here,"I'm having   about work tomorrow. I was already planning to look for a new job before the unpleasant customers. Now I would rather just quit and not give a two weeks notice, but I can't do that.",My cashier job gives me anxiety
anxiety,copingwithcomedy,What's something I can take that isn't a benzo to help me with  ?,My medication isn't working
anxiety,Trish23,I have a great life and don’t want   to steal more of it.  I would welcome any suggestions.,Down the Rabbit Hole
anxiety,Cimmy,"My doctor keeps telling me it’s  . Can   make you feel really really ill??, I don’t know what to do anymore, just feel like chucking it all in. Sorry for the rant, can’t talk to my husband and my children have enough to worry about with their own lives.",it’s been a while 
anxiety,Anxiousnoodles,I have suffered with   and depression my whole life. But yesterday I had a very scary panic attack that made me feel out of body and like I was going “crazy” and today my   is through the roof scared I’ll feel like that forever/again.,Need Validation 
anxiety,pratyaya_23,Does alcohol increase or initiate  ? I just finished my glass n feeling restless.,Help! Advice!
anxiety,Bruno89,Went to the out of hours GP today as I had a massive panic attack this morning due to my  . He's given me propranolol as he thinks this will help to calm my   down. Any advice on the best time to take it & any side effects experienced from it would be great. Thanks. P.s.,Anyone ever taken Propranolol ??
anxiety,Mike2k3d,"My name is Michael and I just joined looking for a place to find support for those struggling with   and depression. 
Some of my first   attacks were on my Birthright Israel trip in late May of 2011.",Hi there. Nice to meet you. Don't be anxious. It doesn't hurt. And it will go away. 
anxiety,pratyaya_23,"Hello... need advice,experiences... im scheduled for rTMS starting next month for my  . I have read its for depression but there are records of benefits for   patients too. I have depression because of   and not otherway around.",Advice for rTMS therapy
anxiety,plaganon5,She believes it will help with some social   so im giving it a quick try. Maybe i'll be less anxious about posting in the future.,My first post
anxiety,Curry223,"Although, I’m super excited to marry the love of my and can’t wait to plan, I suffer from   and my nerves are bad when it comes to planning. I want something small and intimate. Any advice on wedding stress?",I’m engaged! - wedding worries 
anxiety,Panda297,"I haven't been able to get up and start working as this   has been very dominating. I also had burnout after the program was over, as the last few months were extremely stressful. I have been diagnosed with Generalised   disorder (GAD) in the past and took therapy as well.",An uneasy feeling- very disarming.
anxiety,Sarahpoppe232,"hi there I have symptoms of anaemia but b13 comes back high 

My   is getting the roof and eyesight etc getting very bad

Super fatigued all the time 

So how can I get some b12 injections and see if this helps me ?",paradoxical b12 deficiency - getting injections 
anxiety,Daisy425,I think my   raised it because a few minutes later it was back to 98.8. But it’s stressing me out,hardest day in a while.
anxiety,HanPea,"I didn’t have any major side effects at this point and my   was fine. 
 
Due to supply issues I’m now on Xaggitin XL, which I was assurred is it the same drug, but a different brand. Since taking it I’ve felt a lot more   and feels like it makes me restless and isn’t helping my ADHD.",concerta to xaggitin experience 
anxiety,tjr1228,I just wanted to get my story out there and see if it resonates with anyone else and to see if anyone has any advice ok managing their  .,Anxiety about health and sleep
anxiety,tjr1228,I just wanted to get my story out there and see if it resonates with anyone else and to see if anyone has any advice ok managing their  .,Anxiety about health and sleep
anxiety,tjr1228,I just wanted to get my story out there and see if it resonates with anyone else and to see if anyone has any advice ok managing their  .,Anxiety about health and sleep
anxiety,mentalhealthandme,Harsh lights tend to make my   and overthinking at night worse. I highly recommend getting a dim light if you're anxious at night. Just thought I'd share!,Gentle light 🕯️
anxiety,LDavis1993,I have   already as it is… But my   gets much worse when I cannot get a song stuck out of my head…. Goes on for days and days…. Sometimes while I’m sleeping. Does anyone else experience this?,OCD and Anxiety- Songs Stuck in My Head
clinical-depression,Flyingsteamer,"So to recap, I was diagnosed with primary MF in October 2022 and asked to join a new clinical trial called FEDORA.

After many tests including a BMB, ultrasound on my abdomen, chest X-ray etc. I started on the pre medication of 400mg/day (in one dose) of Fedratinib in capsule form. This was the first",Update on progress with MF and the FEDORA clinical trial
clinical-depression,Bolt_Upright,"[u] [/u]

Niacin and Butyrate: Nutraceuticals Targeting Dysbiosis and Intestinal Permeability in Parkinson",Niacin and Butyrate: Nutraceuticals Targeting Dysbiosis and Intestinal Permeability in Parkinson’s Disease 
clinical-depression,Gcf51,"*** I ended up with High Blood Pressure taking TTFD. I no longer take TTFD. Based on my experience, I would not recommend TTFD. ***

Doing good, only have a slight tremor but I’m not spilling my coffee. I got my average sleep of 7 hours last night (unfortunately I am approaching from bottom side of average",+* 6/23 day 37* of B1 in TTDF:   :-)’
