header,user,body,title
bipolar-disorder,Existing,"I am on an antidepressant for my depression, and then added Abilify last year which has helped with the extremes I feel in anger and frustration, and also the depths of despair.  

I like the effects of Ability as a mood stabilizer, but I started gaining unwanted weight.  

Anyone have a suggestion for",Abilify and weight gain
bipolar-disorder,Bolt_Upright,,Upping My Niacin to 1000 mg
bipolar-disorder,Perrywrinkle,"My husband's CBD has progressed to the point where he can hardly walk at all, even holding on to me.  Getting him down the hall to the toilet and back to his lift chair is challenging.  He drags his left foot and every few steps he freezes and can't continue for several seconds.  I'm wondering if clonazepam",Clonazepam for freezing gait?
bipolar-disorder,cdragin,"I suspect I may have RLS. I meet all the criteria re: urge to move, worse at bedtime, etc.  


But I can’t say I have “creepy-crawly” or “fizzy” sensations. For me it’s like I can feel this tension building up in a muscle and I need to stretch or twitch to relieve the feeling. I also get a lot of involuntary",RLS or sleep myoclonus?
bipolar-disorder,Altamontt,My urologist changed my eligard injections to Trelstar without my knowledge. It was given subq instead of IM as prescribed. Is that a problem?,Trelstar
bipolar-disorder,Hummingbird2021,"A few months ago I had a couple isolated panic attacks because I was getting light headed and dizzy and the fear would make my heart race to the point I thought I was having a heart attack. That began a spiral of a doctor telling me I had anxiety, which then lead to saying anxiety and depression and",feeling lost 
bipolar-disorder,Hidden,"Okay. I have a lot of questions about PSTD and complex PTSD. I literally JUST noticed something. 
I was having unwanted, intrusive thoughts about my dad & his passing. I was thinking about the night it happened. And completely unconsciously, I picked up my phone and began to try to distract myself from",PTSD?
bipolar-disorder,Isabella-2016,"It’s not uncommon I still hallucinate a bit at night, even on meds, I had hallucinosis for years as a teenager and before I got hit with psychosis.  But the night time hallucinations are nothing like being sick though. However last night I heard the voice of the person I used to hear when I was sick","Does anyone go into a hallucination almost dream state, but mostly hallucination state at night years after illness? "
bipolar-disorder,shawshankredemention,"I spent from 7:00 AM until 3:00 PM today, trying to roll with my panic attacks. I wanted to use alcohol to self medicate, but I didn't.  I am proud of myself.  The panic attacks always disappear.  I feel great right now and I am glad I stuck with my treatment plan.   My panic attacks usually last 4 to",Grateful for the struggle
bipolar-disorder,healthyheart7,"Here is a partial list of medication, supplements for other therapies used in Parkinsons

What do you believe are the most beneficial/essential to treating Parkinsons and/or mitochondrial damage

Which way should I go?

Most bang for your bucks

Carbadopa/Levadopa

 L-5-hydroxytryptophan (5-HTP) 

Actylcholine","Medications, supplements and other therapies used in Parkinsons"
bipolar-disorder,helvella,"Looks like the link between hypothyroidism and breech birth is firming up - but still not understood. 

If you are interested, I recommend reading this in full.

[i]J Clin Med.2021 Mar; 10(5): 1120. 
Published online 2021 Mar 8. doi: 10.3390/jcm10051120
PMCID: PMC7962442
PMID: 33800139",Delivering into the Mounting Evidence of a Probable Link between Maternal Hypothyroidism and Breech Presentation at Term
obsessive-compulsive-disorder-ocd,Kbabyy,"I'm new to these kinds of things. It's been 3 years, after being told I need to find a support group to interact with others who may suffer from severe anxiety and panic disorder. I refused for the longest time, but it's gotten worse for me. The medications aren't helping, and seeing my therapist seems",Panic disorder
obsessive-compulsive-disorder-ocd,ADAATeamRachel,"""June 2020, I had a seizure. I know I did. What else could it have been? Mayo Clinic symptom checker said that’s what it was so that’s what it has to be,"" Morgan says. Morgan tells her story of struggling with anxiety, panic attacks, and her battle with medication. 

Read Morgan's story of triumph here",ADAA Story of Triumph: Learning To Be Me Again
obsessive-compulsive-disorder-ocd,Against_the_current,I fell asleep after class and had a dozen of terrible nightmares about mom. My neighbour came back and was making noise outside and i thought that's mom angrily cleaning. I had to wake up and look around to see mom's not here  and im at my accomodation.My ptsd is wilding and so are my depression and,Ptsd from mom. Nightmares are wilding. Im irritable too
obsessive-compulsive-disorder-ocd,Pheebs93,"(Please don't tell me any horror stories of taking mirtazapine as It will trigger m, thank you ❤)
Hello everyone,
I've just started taking 15mg  mirtazapine alongside my citalopram 40mg which I have been taken long term. 
For the past few months I've suffered from depression and ocd anxiety. It's been",Started mirtazapine 
obsessive-compulsive-disorder-ocd,booboo73,"Hello everyone 

Sorry not posted for ages, had lots of other health issues but thought I was finally getting there, until...

Sept 1st, woke in Af ..bloody hell. Had lots of wierdness in my ticker for a couple of years but all low rate so learnt to live with it. I was referred to a cardiac psychologist",Bloomin eck... here again!! 
obsessive-compulsive-disorder-ocd,VMJ007,"Hello

We've had 7 egg pickups in the last 18 months. As a result we have 2 x frozen embryos'. We had 1 x chemical pregnancy. And then  6 months ago I learned I had hydrosalpinx. I also have Stage 4 endo which is chronic and has grown back after having it removed 5 years ago. 

So on Wednesday, I'm pleased",Ever heard of hydrosalpinx? Neither had I. 
obsessive-compulsive-disorder-ocd,Sowers,"Hi everyone. Saw Cardiologist for Paroxysmal AF in December 2019. He referred me to an EP. In Feb 2020, the week before I was due to see the EP, I had an SCA towards end of a squash match. According to all the reporting protocol records, despite 12 minutes of defib resus efforts by the squash centre",Forging On in Permanent AF
obsessive-compulsive-disorder-ocd,DalDal,"Yes, I'm suffering from severe anxiety, depression, and ptsd after being in jail and am looking for someone to talk to. Does anyone have any suggestions?","Recently out of jail--PTSD, Anxiety, and Depression"
obsessive-compulsive-disorder-ocd,Mrs_k2022,"After what feels like an eternity, I am finally starting the ivf meds tomorrow. I’ve waited for this day to come for months and months but now it’s here I am terrified -but  not exactly sure what of?! I’m guessing it just makes everything seem very real.


 Nafarelin instead of buserelin injections as",Finally…!
obsessive-compulsive-disorder-ocd,JP8810,I suffer from nightmares likely due to PTSD. I am looking for feedback from individuals who have suffered frequent nightmares and have found an effective tool in managing the effects from them.,Nightmares
obsessive-compulsive-disorder-ocd,Bolt_Upright,,Upping My Niacin to 1000 mg
obsessive-compulsive-disorder-ocd,Perrywrinkle,"My husband's CBD has progressed to the point where he can hardly walk at all, even holding on to me.  Getting him down the hall to the toilet and back to his lift chair is challenging.  He drags his left foot and every few steps he freezes and can't continue for several seconds.  I'm wondering if clonazepam",Clonazepam for freezing gait?
obsessive-compulsive-disorder-ocd,cdragin,"I suspect I may have RLS. I meet all the criteria re: urge to move, worse at bedtime, etc.  


But I can’t say I have “creepy-crawly” or “fizzy” sensations. For me it’s like I can feel this tension building up in a muscle and I need to stretch or twitch to relieve the feeling. I also get a lot of involuntary",RLS or sleep myoclonus?
